State,District,Market,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Recommendable Price
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,35,40,40,52.5
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,25,30,30,37.5
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,40,45,45,60
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,25,30,30,37.5
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Onion,Bellary,Local,45,50,50,67.5
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Onion Green,Onion Green,Local,50,60,60,75
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Potato,(Red Nanital),Local,36,40,40,54
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,40,50,50,60
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Ashgourd,Gouard,Local,16,18,18,24
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,26,28,28,39
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,18,20,20,27
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Brinjal,Round,Local,24,34,34,36
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,20,25,25,30
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Garlic,Average,Local,180,200,200,270
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,38,40,40,57
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,50,60,60,75
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Indian Beans (Seam),Indian Beans (Seam),Local,45,50,50,67.5
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Maize,Deshi Red,Local,20,24,24,30
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,26,30,30,39
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,36,40,40,54
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Rose(Local),Rose (Local),Local,150,160,160,225
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,20,25,25,30
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Water Melon,Water Melon,Local,20,25,25,30
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Banana,Besrai,Local,30,34,34,45
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Beans,Beans (Whole),Local,54,58,58,81
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,58,64,64,87
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Onion,Bellary,Local,48,54,54,72
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Onion Green,Onion Green,Local,74,78,78,111
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Tomato,Deshi,Local,26,28,28,39
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Capsicum,Capsicum,Local,60,65,65,90
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,40,45,45,60
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,30,35,35,45
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Papaya,Papaya,Local,40,45,45,60
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Raddish,Raddish,Local,22,25,25,33
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Banana,Besrai,Local,30,40,40,45
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Beans,Beans (Whole),Local,55,55,55,82.5
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Beetroot,Beetroot,Local,25,35,35,37.5
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,20,20,20,30
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,22,22,22,33
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,30,40,40,45
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,20,20,20,30
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Cabbage,Cabbage,Local,22,22,22,33
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,52,62,62,78
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,66,76,76,99
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,32,32,32,48
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,80,150,150,120
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Papaya,Papaya,Local,38,42,42,57
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,42,52,52,63
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,40,42,42,60
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,40,40,40,60
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,35,40,40,52.5
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,30,35,35,45
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,40,45,45,60
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,32,35,35,48
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Papaya,Papaya,Local,40,45,45,60
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Raddish,Raddish,Local,20,25,25,30
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,52,55,55,78
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,40,40,40,60
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Beans,Beans (Whole),Local,70,70,70,105
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,15,15,15,22.5
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Brinjal,Round,Local,40,50,50,60
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Colacasia,Colacasia,Local,60,60,60,90
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Papaya,Papaya,Local,25,25,25,37.5
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,70,70,70,105
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,15,15,15,22.5
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Banana,Besrai,Local,40,40,40,60
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Beans,Beans (Whole),Local,80,80,80,120
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Brinjal,Round,Local,30,35,35,45
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Cabbage,Cabbage,Local,20,20,20,30
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Carrot,Pusakesar,Local,40,40,40,60
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,40,40,40,60
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Lemon,Lemon,Local,60,70,70,90
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,30,35,35,45
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Ashgourd,Gouard,Local,25,25,25,37.5
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Beetroot,Beetroot,Local,36,40,40,54
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Brinjal,Round,Local,36,60,60,54
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Cabbage,Cabbage,Local,30,30,30,45
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,25,28,28,37.5
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,50,50,50,75
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Green Peas,Green Peas,Local,80,80,80,120
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Guava,Guava Alahabad,Local,60,60,60,90
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,80,80,80,120
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,250,250,250,375
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,46,46,46,69
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,48,48,48,72
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,70,70,70,105
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Banana,Besrai,Local,40,60,60,60
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,30,40,40,45
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,48,48,48,72
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,24,24,24,36
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,24,24,24,36
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,26,26,26,39
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,76,76,76,114
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,64,64,64,96
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,35,35,35,52.5
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,64,64,64,96
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,44,44,44,66
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Banana,Besrai,Local,40,80,80,60
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,46,46,46,69
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,20,20,20,30
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Coconut,Coconut,Local,50,50,50,75
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Garlic,Average,Local,230,230,230,345
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,50,50,50,75
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,36,36,36,54
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,40,40,40,60
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Onion,Bellary,Local,44,44,44,66
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Onion Green,Onion Green,Local,60,60,60,90
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Papaya,Papaya,Local,60,60,60,90
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Pomegranate,Pomogranate,Local,200,200,200,300
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Beans,Beans (Whole),Local,40,50,50,60
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,20,24,24,30
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,30,40,40,45
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Green Peas,Green Peas,Local,80,100,100,120
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,30,40,40,45
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Lime,Lime,Local,80,100,100,120
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Potato,(Red Nanital),Local,40,50,50,60
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,45,50,50,67.5
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,35,40,40,52.5
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,18,20,20,27
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,60,70,70,90
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Onion Green,Onion Green,Local,64,68,68,96
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Raddish,Raddish,Local,30,35,35,45
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Apple,American,Local,180,200,200,270
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Banana,Besrai,Local,35,50,50,52.5
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,65,70,70,97.5
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Brinjal,Round,Local,22,27,27,33
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Capsicum,Capsicum,Local,65,70,70,97.5
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Cowpea(Veg),Cowpea (Veg),Local,35,40,40,52.5
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,45,50,50,67.5
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,30,35,35,45
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,100,120,120,150
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,45,50,50,67.5
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Onion,Bellary,Local,40,44,44,60
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Onion Green,Onion Green,Local,60,64,64,90
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,50,55,55,75
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Tomato,Deshi,Local,22,26,26,33
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,20,25,25,30
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Banana,Besrai,Local,40,50,50,60
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,20,25,25,30
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Beetroot,Beetroot,Local,16,18,18,24
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,20,25,25,30
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Colacasia,Colacasia,Local,50,55,55,75
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,50,55,55,75
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,55,60,60,82.5
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Green Peas,Green Peas,Local,50,55,55,75
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Onion,Bellary,Local,40,45,45,60
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,38,40,40,57
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Soyabean,Local,Local,85,90,90,127.5
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,25,25,25,37.5
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Lime,Lime,Local,125,125,125,187.5
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Papaya,Papaya,Local,25,30,30,37.5
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Raddish,Raddish,Local,15,17,17,22.5
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,37,40,40,55.5
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Arhar (Tur/Red Gram)(Whole),Arhar (Whole),Local,40,40,40,60
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Beetroot,Beetroot,Local,16,16,16,24
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,14,14,14,21
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,30,30,30,45
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,100,110,110,150
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Green Peas,Green Peas,Local,56,56,56,84
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,40,40,40,60
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Onion,Bellary,Local,44,44,44,66
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Thondekai,Thondekai,Local,24,24,24,36
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,16,16,16,24
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Coconut,Coconut,Local,60,60,60,90
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,30,30,30,45
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,40,40,40,60
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,24,24,24,36
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Thondekai,Thondekai,Local,24,24,24,36
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Ashgourd,Gouard,Local,12,12,12,18
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Betal Leaves,Mysore,Local,170,170,170,255
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Cabbage,Cabbage,Local,20,20,20,30
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Drumstick,Drumstick,Local,70,80,80,105
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,35,60,60,52.5
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Green Peas,Green Peas,Local,55,55,55,82.5
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,20,20,20,30
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Lime,Lime,Local,80,80,80,120
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Onion Green,Onion Green,Local,52,53,53,78
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Papaya,Papaya,Local,20,20,20,30
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,15,15,15,22.5
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,46,46,46,69
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,22,24,24,33
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,10,12,12,15
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Brinjal,Round,Local,22,25,25,33
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,40,40,40,60
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Indian Beans (Seam),Indian Beans (Seam),Local,45,45,45,67.5
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Lemon,Lemon,Local,40,45,45,60
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Raddish,Raddish,Local,15,15,15,22.5
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,20,25,25,30
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Banana,Besrai,Local,25,85,85,37.5
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,30,30,30,45
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Grapes,Annabesahai,Local,80,100,100,120
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,30,36,36,45
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,200,200,200,300
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Papaya,Papaya,Local,25,30,30,37.5
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Pineapple,Pine Apple,Local,80,80,80,120
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,10,14,14,15
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,45,45,45,67.5
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Thondekai,Thondekai,Local,25,25,25,37.5
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Tomato,Deshi,Local,20,26,26,30
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Banana,Besrai,Local,30,40,40,45
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Beetroot,Beetroot,Local,26,32,32,39
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Coconut,Coconut,Local,70,70,70,105
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Colacasia,Colacasia,Local,56,56,56,84
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,20,20,20,30
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Drumstick,Drumstick,Local,110,130,130,165
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,56,56,56,84
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,90,160,160,135
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Papaya,Papaya,Local,45,45,45,67.5
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,50,50,50,75
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Tomato,Deshi,Local,26,26,26,39
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,56,56,56,84
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Banana,Besrai,Local,40,50,50,60
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,20,20,20,30
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Cabbage,Cabbage,Local,26,26,26,39
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,24,24,24,36
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,50,50,50,75
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Beetroot,Beetroot,Local,30,30,30,45
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,40,46,46,60
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,20,20,20,30
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,40,40,40,60
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Grapes,Annabesahai,Local,90,90,90,135
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Green Peas,Green Peas,Local,60,60,60,90
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,60,60,60,90
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,80,150,150,120
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,30,30,30,45
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Papaya,Papaya,Local,40,40,40,60
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,40,46,46,60
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,36,40,40,54
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,20,25,25,30
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,40,45,45,60
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Colacasia,Colacasia,Local,50,60,60,75
